word,pos,frequency
3]FOOO translates,NA,1
3]HWZ1 polyfold!and,NA,1
3]HWZ1 sc-smooth,NA,1
3]Hart,CD,1
3]Hart together,NA,1
3]Joyc3,CD,1
3]Joyc3 may,NA,1
3]Joyc4 also,NA,1
3]Joyc4 define,NA,1
3]Joyc4 describe,NA,1
3]Joyc6 Suppose,NA,1
3]Joyc6 although,NA,1
3]Joyc6 analogues,NA,1
3]Joyc6 combine,NA,1
3]Joyc6 d-orbifolds,NA,1
3]Joyc6 definition,NA,1
3]Joyc6 discuss,NA,1
3]Joyc6 explain,NA,1
3]Joyc6 investigate,NA,1
3]Joyc6 prove,NA,1
3]Joyc6 use,NA,1
3]Joyc6 way,NA,1
3]Lerm Furthermore,NA,1
3]Lerm define,NA,1
3]Lerm mentioned,NA,1
3]Toen,CD,1
3]Toen derived,NA,1
3cm],CD,1
3cm] tocsectionIndex,NA,1
3ex>[rr],CD,1
3ex>[rr] use,NA,1
3ex>[ur],CD,1
3ex>[ur] 3ex>[rr],NA,1
4&= 2],NA,1
4&= Since,NA,1
4-manifold,JJ,1
4-manifold Let,NA,1
4-manifolds,JJ,1
4-manifolds Donaldson--Thomas,NA,1
4-orbifold,JJ,1
4-orbifold orbifold,NA,1
4/G],CD,1
4/G] oriented,NA,1
403--440,JJ,1
403--440 math,NA,1
407--447,JJ,1
407--447 arXiv,NA,1
435--487,JJ,1
435--487 Proc,NA,1
45--55,JJ,1
45--55 Dubu,NA,1
45--88,JJ,1
45--88 BeXu,NA,1
4={,CD,1
4={ 2+,NA,1
4]ChRu,CD,1
4]ChRu gave,NA,1
4]HWZ1 Fredholm,NA,1
4]HWZ1 whose,NA,1
4]Joyc4 show,NA,1
4]Joyc4 spaceC-ringed,NA,1
4]Joyc4 underlying,NA,1
4]Joyc6 combine,NA,1
4]Joyc6 consider,NA,1
4]Joyc6 conventional,NA,1
4]Joyc6 definition,NA,1
4]Joyc6 extend,NA,1
4]Joyc6 give,NA,1
4]Joyc6 glue,NA,1
4]Joyc6 little,NA,1
4]Joyc6 orbifold,NA,1
4]Joyc6 orbifolds,NA,1
4]Joyc6 show,NA,1
4]Joyc6 shows,NA,1
4]Joyc6 study,NA,1
4]Joyc6 work,NA,1
4]Joyc6 write,NA,1
4]Lerm Metzler,NA,1
4]Lerm also,NA,1
4]Metz,CD,1
4]Metz Lerman[,NA,1
4]ToVe1,CD,1
4]ToVe1 Lurie,NA,1
4k,CD,1
4k infinite,NA,1
4},CD,1
4} shown,NA,1
5--,CD,1
5--,JJ,1
5-- 6]Joyc6,NA,1
5-- 9]Joyc6,NA,1
545--569,JJ,1
545--569 arXiv,NA,1
55--128,JJ,1
55--128 arXiv,NA,1
5>,CD,1
5> v[dl],NA,1
5]Conn,CD,1
5]Conn bordism,NA,1
5]FuOn,CD,1
5]FuOn Fukaya,NA,1
5]Joyc4 discuss,NA,1
5]Joyc4 well,NA,1
5]Joyc6 See,NA,1
5]Joyc6 combine,NA,1
5]Joyc6 complex,NA,1
5]Joyc6 consider,NA,1
5]Joyc6 equivalence,NA,1
5]Joyc6 following,NA,1
5]Joyc6 long,NA,1
5]Joyc6 prove,NA,1
5]Joyc6 references,NA,1
5]Joyc6 study,NA,1
5]Joyc6 surveyed,NA,1
5]Luri3,CD,1
5]Luri3 ideas,NA,1
5]Metz,CD,1
5]Metz define,NA,1
5]Spiv,CD,1
5]Spiv analogue,NA,1
5cm> 7cm,NA,1
5cm> teardrop,NA,1
5ex>@ 3=g,NA,1
5ex>@ 5ex>@,NA,1
5ex>@ 5ex>[rr],NA,1
5ex>@ One,NA,1
5ex>@ Parts,NA,1
5ex>[d] 2=f,NA,1
5ex>[d] 2@<,NA,1
5ex>[rr] 2@<,NA,1
5ex>[rr] 5ex>@,NA,1
5ex>[rr] 5ex>[rr],NA,1
"5ex>[rr] f""",NA,1
5pc/[ur],CD,1
5pc/[ur] f@@<-1,NA,1
601--617,JJ,1
601--617 alg-geom/9601011,NA,1
645--680,JJ,1
645--680 3cm],NA,1
669--690,JJ,1
669--690 arXiv,NA,1
683--690,JJ,1
683--690 FOOO,NA,1
6]CaSc,CD,1
6]CaSc cases,NA,1
6]Joyc3,CD,1
6]Joyc3 6]Joyc6,NA,1
6]Joyc4 discuss,NA,1
6]Joyc4 important,NA,1
6]Joyc4 ring,NA,1
6]Joyc6 define,NA,1
6]Joyc6 defining,NA,1
6]Joyc6 extend,NA,1
6]Joyc6 material,NA,1
6]Joyc6 show,NA,1
6]Joyc6 situation,NA,1
6]Joyc6 take,NA,1
6]Spiv,CD,1
6]Spiv analogous,NA,1
6ex>[r],CD,1
6ex>[r] 3=,NA,1
6ex>[rr] 6ex>[r],NA,1
6ex>[rr] 6ex>[rr],NA,1
7-- 11]Joyc4,NA,1
7-- 8]FOOO,NA,1
73--102,JJ,1
73--102 Eliashberg,NA,1
75--103,JJ,1
75--103 Lecture,NA,1
7]Borc also,NA,1
7]Borc many,NA,1
7]Joyc3,CD,1
7]Joyc3 8]Joyc6,NA,1
7]Joyc4,CD,1
7]Joyc4 stack|,NA,1
7]Joyc6 2-subcategory,NA,1
7]Joyc6 combine,NA,1
7]Joyc6 construct,NA,1
7]Joyc6 definition,NA,1
7]Joyc6 generalize,NA,1
7]Joyc6 generalizes,NA,1
7]Joyc6 show,NA,1
7]Joyc6 shows,NA,1
7]Joyc6d-orbifold!orbifold,JJ,1
7]Joyc6d-orbifold!orbifold strata!orientations,NA,1
7]Spiv,CD,1
7]Spiv d-manifolds,NA,1
7cm,CD,1
7cm 5cm>,NA,1
8-- 9]Joyc4,NA,1
8-- 9]Joyc6,NA,1
841--876,JJ,1
841--876 math,NA,1
8]Dubu,CD,1
8]Dubu spectrum,NA,1
8]FOOO,CD,1
8]FOOO involving,NA,1
8]Joyc6 also,NA,1
8]Joyc6 based,NA,1
8]Joyc6 discuss,NA,1
8]Joyc6 extend,NA,1
8]Joyc6 fibre,NA,1
8]Joyc6 fixed,NA,1
8]Joyc6 generalize,NA,1
8]Joyc6 proved,NA,1
8]Joyc6 study,NA,1
8ex>[d],CD,1
"8ex>[d] f""@<",NA,1
8pc/[ur],CD,1
8pc/[ur] f'@/,NA,1
8pt,CD,1
8pt Orbifold,NA,1
933--1048,CD,1
933--1048 Hart,NA,1
9]Conn,CD,1
9]Conn 1]Conn,NA,1
9]Joyc4,CD,1
9]Joyc4 fibre,NA,1
9]Joyc6 also,NA,1
9]Joyc6 discuss,NA,1
9]Joyc6 extend,NA,1
9]Joyc6 generalize,NA,1
9]Joyc6 study,NA,1
9]Spiv,CD,1
9]Spiv results,NA,1
A' A',NA,1
A' isomorphism,NA,1
A' two,NA,1
A1,NNP,1
A1 11]FOOO,NA,1
A1]FOOO Hofer,NA,1
A1]FOOO define,NA,1
A1]FOOO topological,NA,1
A1]FOOO virtual,NA,1
AG/0103156,NNP,1
AG/0103156 CiKa,NA,1
AG/0210407,NNP,1
AG/0210407 Vist,NA,1
AG/0404373,NNP,1
AG/0404373 ToVe2,NA,1
AG/0404512,NNP,1
AG/0404512 Whit,NA,1
AG/0604504,NNP,1
AG/0604504 ToVe1,NA,1
AG/9806111,NNP,1
AG/9806111 Thur,NA,1
AG/9905174,NNP,1
AG/9905174 Conn,NA,1
ALR ALR,NA,1
ALR Adem,NA,1
AMS/IP,NNP,1
AMS/IP Studies,NA,1
AV,NNP,1
AV isomorphisms,NA,1
A]FOOO ought,NA,1
A]FOOO underlying,NA,1
Ac a=c,NA,1
Ac indexing,NA,1
Ac written,NA,1
Acad,NNP,1
Acad Sci,NA,1
Academy,NNP,1
Academy Sciences,NA,1
According,VBG,1
According general,NA,1
Acknowledgements,NNS,1
Acknowledgements particular,NA,1
Ad,NNP,1
Ad Aut,NA,1
Advanced Lectures,NA,1
Advanced Mathematics,NA,1
Advances,NNP,1
Advances Geometric,NA,1
Affine,NNP,1
Affine always,NA,1
Ai,NNP,1
Ai surjective,NA,1
Akaho,NNP,1
Akaho Tom,NA,1
Algebraic topology,NA,1
Also 1-morphism,NA,1
Also 1-morphisms,NA,1
Also 1=0},NA,1
Also 2-subcategory,NA,1
Also 2X,NA,1
Also 2g+m>,NA,1
Also Theorem,NA,1
Also action,NA,1
Also acts,NA,1
Also c-transversality,NA,1
Also corresponding,NA,1
Also d-manifold,NA,1
Also decomposition,NA,1
Also ds13eq7--ds13eq8,NA,1
Also ds6eq6--ds6eq7,NA,1
Also equivalent,NA,1
Also morphism,NA,1
Also natural,NA,1
Also one,NA,1
Also s/I,NA,1
Also unique,NA,1
Amer,NNP,1
Amer Math,NA,1
Anal,NNP,1
Anal 206--293,NA,1
Analogues,NNS,1
Analogues hold,NA,1
Analysis,NNP,1
Analysis Advanced,NA,1
Ange1 Ange2,NA,1
Ange1 Angel,NA,1
Ange2 Ange3,NA,1
Ange2 Angel,NA,1
Ange3 Angel,NA,1
Ange3 give,NA,1
Angel Ange1,NA,1
Angel Orbifold,NA,1
Angel differentiable,NA,1
Angel spectral,NA,1
Ann 139--198,NA,1
Ann 545--569,NA,1
Ann Math,NA,1
Ann Sci,NA,1
Annals,NNP,1
Annals Math,NA,1
Another,DT,1
Another advantage,NA,1
Apart,NNP,1
Apart taking,NA,1
Appendix,NNP,1
Appendix dealing,NA,1
Applications Cambridge,NA,1
Applications Memoirs,NA,1
Applications polyfold,NA,1
Applying also,NA,1
Applying gives,NA,1
Applying repeatedly,NA,1
Applying virtual,NA,1
Arnold,NNP,1
Arnold Conjecture,NA,1
Artin,NNP,1
Artin stacks,NA,1
Atiy Atiyah,NA,1
Atiy topological,NA,1
Atiyah Atiy,NA,1
Atiyah Bordism,NA,1
Atiyah Kodaira--Spencer,NA,1
Aut,NNP,1
Aut coh,NA,1
Available,NNP,1
Available http,NA,1
Axiom,NNP,1
Axiom Choice,NA,1
Axiomatic,NNP,1
Axiomatic enriched,NA,1
A} A},NA,1
A} equivalent,NA,1
A} family,NA,1
A} partition,NA,1
A} site,NA,1
A} subordinate,NA,1
A} supported,NA,1
B' A',NA,1
B' exist,NA,1
B' isomorphism,NA,1
B' morphisms,NA,1
B' version,NA,1
B=g,NNP,1
B=g B',NA,1
BEFF 2-category!fibre,NA,1
BEFF Behrend,NA,1
BManFS BManFS,NA,1
BManFS category,NA,1
BManFS dMan,NA,1
BOrbFS dOrb,NA,1
BOrbFS using,NA,1
B]BEFF Kelly,NA,1
B]BEFF MacLane,NA,1
B]Joyc6,NNP,1
B]Joyc6 section,NA,1
Banach Center,NA,1
Banach manifold,NA,1
Banach vector,NA,1
Barbara,NNP,1
Barbara Illusie,NA,1
Basic,NNP,1
Basic category,NA,1
Basics,NNP,1
Basics category,NA,1
BeFa Behrend,NA,1
BeFa construct,NA,1
BeFa define,NA,1
BeXu Behrend,NA,1
BeXu Joyc4,NA,1
BeXu Lerm,NA,1
Behr Behrend,NA,1
Behr make,NA,1
Behrend,VBP,1
Behrend Behr,NA,1
Behrend Edidin,NA,1
Behrend FantechiBeFa,NA,1
Behrend Gromov--Witten,NA,1
BehrendBehr,NNP,1
BehrendBehr defines,NA,1
Berlin Drus1,NA,1
Berlin Joyc1,NA,1
Bertrand,NNP,1
Bertrand help,NA,1
Borc,NNP,1
Borc Borceux,NA,1
Borceux 7]Borc,NA,1
Borceux Handbook,NA,1
Bordism cobordism,NA,1
Bordism d-orbifoldsd-orbifold!bordism|,NA,1
Bori Borisov,NA,1
Bori natural,NA,1
Borisov Bori,NA,1
Borisov Derived,NA,1
Borisov Jacob,NA,1
Boston,NNP,1
Boston arXiv,NA,1
Boundaries,NNPS,1
Boundaries,NNS,1
Boundaries,VBZ,1
Boundaries d-manifolds,NA,1
Boundaries natural,NA,1
Boundaries orbifold,NA,1
Boundaries orbifolds,NA,1
Boundaries smooth,NA,1
Bridgeland,NNP,1
Bridgeland Kenji,NA,1
Broadly,RB,1
Broadly go,NA,1
C-ring@C,JJ,1
C-ring@C Next,NA,1
C-ring@C smooth,NA,1
C-ring@module 5]Joyc4,NA,1
C-ring@module Quasicoherent,NA,1
C-ring@module co,NA,1
C-rings,JJ,1
C-rings on@sheaves,NA,1
C-scheme@C Modules,NA,1
C-scheme@C bundles,NA,1
C-scheme@C category,NA,1
C-scheme@C sheaves,NA,1
C-schemes@of,NNP,1
C-schemes@of Fibre,NA,1
C-stack@C 1-morphism,NA,1
C-stack@C 2-morphism,NA,1
C-stack@C Mumford,NA,1
C-stack@C Quasicoherent,NA,1
C-stack@C embeddingC-stack@C,NA,1
C-stack@C productsfibre,NA,1
C-stack@C quotient,NA,1
C-stack@quotient,JJ,1
C-stack@quotient,NNP,1
C-stack@quotient C-stack@C,NA,1
C-stack@quotient important,NA,1
C-stacks@of,NNP,1
C-stacks@of products,NA,1
C2-category!pushoutpushout,NNP,1
C2-category!pushoutpushout dual,NA,1
CCPRP,NNP,1
CCPRP 05em,NA,1
CT/0608040,NNP,1
CT/0608040 Luri2,NA,1
CT/0608228,NNP,1
CT/0608228 Luri3,NA,1
CaSc,NNP,1
CaSc Cattaneo,NA,1
Calabi--Yau 3-foldCalabi--Yau,NA,1
Calculation,NN,1
Calculation shows,NA,1
California,NNP,1
California Symplectic,NA,1
Camb,NNP,1
Camb Phil,NA,1
Cambridge Ange1,NA,1
Cambridge Atiy,NA,1
Cambridge Tracts,NA,1
Cao,NNP,1
Cao Yau,NA,1
Cartesian squareCartesian,NA,1
Cartesian squarecategory!Cartesian,NA,1
Casson,NNP,1
Casson invariant,NA,1
Cat,NNP,1
Cat objects,NA,1
Categories 2-categoriescategory|,NA,1
Categories Working,NA,1
Cattaneo 6]CaSc,NA,1
Cattaneo Introduction,NA,1
Center,NNP,1
Center publications,NA,1
Central,NNP,1
Central examples,NA,1
ChRu Chen,NA,1
ChRu Sata,NA,1
Chem,NNP,1
Chem Kluwer,NA,1
Chern,NNP,1
Chern character,NA,1
Choice,NNP,1
Choice choose,NA,1
Choose orientation,NA,1
Choose partition,NA,1
CiKa Ciocan-Fontanine,NA,1
CiKa largely,NA,1
Coker,NNP,1
Coker GL,NA,1
Combining Theorem,NA,1
Combining first,NA,1
Combining proves,NA,1
Combining two,NA,1
Commutative,JJ,1
Commutative diagrams,NA,1
Compact,NNP,1
Compact oriented,NA,1
Comparing analogues,NA,1
Comparing two,NA,1
Complexe,NNP,1
Complexe cotangent,NA,1
Composing,VBG,1
Composing two,NA,1
Compositio,NNP,1
Compositio Math,NA,1
Composition 1-morphisms,NA,1
Composition identities,NA,1
Composition must,NA,1
Conditions,NNP,1
Conditions concern,NA,1
Conjecture,NNP,1
Conjecture Gromov--Witten,NA,1
Conn,NNP,1
Conn Conner,NA,1
Conner Differentiable,NA,1
Conner I]Conn,NA,1
Conner's,NNP,1
Conner's differential,NA,1
Consider,VBP,1
Consider formal,NA,1
Consider representations,NA,1
Consider teardrop,NA,1
Considering,VBG,1
Considering local,NA,1
Conversely,NNP,1
Conversely given,NA,1
Cor,NNP,1
Cor 27]Joyc4,NA,1
Corollary,JJ,1
Corollary Let,NA,1
Corollary exists,NA,1
Corollary hold,NA,1
Corollary rather,NA,1
Corollary relate,NA,1
Corollary suggests,NA,1
Corollary yields,NA,1
Corollary<ref>,NNP,1
Corollary<ref> gives,NA,1
Curve,NNP,1
Curve counting,NA,1
D-manifold bordism,NA,1
D-manifold d-orbifold,NA,1
D-manifolds cornersd-manifold,NA,1
D-manifolds d-orbifolds,NA,1
D-orbifolds,JJ,1
D-orbifolds,NNP,1
D-orbifolds corners,NA,1
D-orbifolds cornersd-orbifold,NA,1
D-spaces,JJ,1
D-spaces corners,NA,1
D-spaces cornersd-space,NA,1
D-spaces versions,NA,1
D-stacks,JJ,1
D-stacks boundaryd-stack,NA,1
D-stacks cornersd-stack,NA,1
D-stacks quotients,NA,1
DAG,NNP,1
DAG derived,NA,1
DG/0203100,NNP,1
DG/0203100 MoPr,NA,1
DG/0306176,NNP,1
DG/0306176 Moch,NA,1
DG/0605694,NNP,1
DG/0605694 Borc,NA,1
David,NNP,1
David Spivak,NA,1
Define 2-morphisms,NA,1
Define Also,NA,1
Define Gromov--Witten,NA,1
Define Grothendieck,NA,1
Define PT,NA,1
Define U=,NA,1
Define X=,NA,1
Define addition,NA,1
Define also,NA,1
Define biadditive,NA,1
Define called,NA,1
Define composition2-category!1-morphism!composition,NA,1
Define corner,NA,1
Define cotangent,NA,1
Define d-orbifold,NA,1
Define d-spaces,NA,1
Define d-stacks,NA,1
Define effective,NA,1
Define element,NA,1
Define elements,NA,1
Define f],NA,1
Define functors,NA,1
"Define g""=i",NA,1
Define g=f,NA,1
Define group,NA,1
Define horizontal2-category!2-morphism!horizontal,NA,1
Define ideal,NA,1
Define induced,NA,1
Define k-,NA,1
Define let,NA,1
Define maps,NA,1
Define module,NA,1
Define multiplication,NA,1
Define principal,NA,1
Define pullback,NA,1
Define quasicoherent,NA,1
Define quotient,NA,1
Define restrictions,NA,1
Define scalar,NA,1
Define set,NA,1
Define sf-embedding,NA,1
Define space,NA,1
Define subgroup,NA,1
Define subsets,NA,1
Define support,NA,1
Define topological,NA,1
Define vertical,NA,1
Defining,NNP,1
Defining,VBG,1
Defining principal,NA,1
Defining virtual,NA,1
Definition 0=,NA,1
Definition 2-categories,NA,1
Definition 2-subcategories,NA,1
Definition Exactly,NA,1
Definition Lemma,NA,1
Definition Theorem,NA,1
Definition abstracts,NA,1
Definition analogue,NA,1
Definition analogues,NA,1
Definition bijective,NA,1
Definition d-manifold,NA,1
Definition d-orbifolds,NA,1
Definition d-orbifoldsd-orbifold!definition|,NA,1
Definition defined,NA,1
Definition defining,NA,1
Definition ds8eq2,NA,1
Definition equivalent,NA,1
Definition essential,NA,1
Definition following,NA,1
Definition ik,NA,1
Definition injective,NA,1
Definition injective',NA,1
Definition l>,NA,1
Definition maps,NA,1
Definition morphisms,NA,1
Definition natural,NA,1
Definition orbifold,NA,1
Definition oriented,NA,1
Definition partly,NA,1
Definition pullback,NA,1
Definition regarded,NA,1
Definition reversing,NA,1
Definition right,NA,1
Definition sheafification,NA,1
Definition shows,NA,1
Definition similar,NA,1
Definition simple,NA,1
Definition state,NA,1
Definition strongly,NA,1
Definition transverse,NA,1
Definition<ref> compact,NA,1
Definition<ref> full,NA,1
Definition<ref> natural,NA,1
Definition<ref> submersions,NA,1
Definition<ref> vector,NA,1
Definitions Theorem,NA,1
Definitions brevity,NA,1
Deformation-obstruction,NNP,1
Deformation-obstruction theory,NA,1
Deligne--Mumford 1-morphism,NA,1
Deligne--Mumford 1-morphisms,NA,1
Deligne--Mumford 2-Cartesian2-category!2-Cartesian,NA,1
Deligne--Mumford 4]Joyc6,NA,1
Deligne--Mumford 6]Joyc6,NA,1
Deligne--Mumford Example,NA,1
Deligne--Mumford HC-stack@C,NA,1
Deligne--Mumford One,NA,1
Deligne--Mumford Orbifoldsorbifold|,NA,1
Deligne--Mumford Remark,NA,1
Deligne--Mumford admits,NA,1
Deligne--Mumford analogue,NA,1
Deligne--Mumford b],NA,1
Deligne--Mumford determined,NA,1
Deligne--Mumford equivalent,NA,1
Deligne--Mumford every,NA,1
Deligne--Mumford exact,NA,1
Deligne--Mumford exists,NA,1
Deligne--Mumford f=,NA,1
Deligne--Mumford full,NA,1
Deligne--Mumford g=f,NA,1
Deligne--Mumford inclusion,NA,1
Deligne--Mumford inertia,NA,1
Deligne--Mumford make,NA,1
Deligne--Mumford method,NA,1
Deligne--Mumford moduli,NA,1
Deligne--Mumford obstruction,NA,1
Deligne--Mumford orbifold!as,NA,1
Deligne--Mumford orientation,NA,1
Deligne--Mumford perfect,NA,1
Deligne--Mumford points,NA,1
Deligne--Mumford products,NA,1
Deligne--Mumford pullback,NA,1
Deligne--Mumford pullbackDeligne--Mumford,NA,1
Deligne--Mumford quotient,NA,1
Deligne--Mumford regard,NA,1
Deligne--Mumford related,NA,1
Deligne--Mumford representable,NA,1
Deligne--Mumford respectively,NA,1
Deligne--Mumford second,NA,1
Deligne--Mumford stable,NA,1
Deligne--Mumford stack,NA,1
Deligne--Mumford stack!quasi-smooth!and,NA,1
Deligne--Mumford stacksderived,NA,1
Deligne--Mumford stacksorbifold!as,NA,1
Deligne--Mumford strata!functoriality|,NA,1
Deligne--Mumford ul,NA,1
Deligne--Mumford vector,NA,1
Deligne--Mumford written,NA,1
Dennis,NNP,1
Dennis Borisov,NA,1
Depending,VBG,1
Depending application,NA,1
DerMan bo,NA,1
Derived Quot,NA,1
Derived differential,NA,1
Derived manifolds,NA,1
Derived smooth,NA,1
Diff,NNP,1
Diff Geom,NA,1
Different,NNP,1
Different ways,NA,1
Differentiable Periodic,NA,1
Differentiable manifolds,NA,1
Differentiable stacks,NA,1
Differential,NNP,1
Differential Geometry,NA,1
Dijkgraaf,NNP,1
Dijkgraaf Faber,NA,1
Donaldson invariants,NA,1
Donaldson type,NA,1
Donaldson--Thomas,JJ,1
Donaldson--Thomas invariantsDonaldson--Thomas,NA,1
Dordrecht,NNP,1
Dordrecht math,NA,1
Drus1 Drus2,NA,1
Drus1 Druschel,NA,1
Drus2 Angel,NA,1
Drus2 Druschel,NA,1
Druschel Drus1,NA,1
Druschel Oriented,NA,1
Druschel cobordism,NA,1
Dubu Dubuc,NA,1
Dubu Moerdijk,NA,1
Dubuc Amer,NA,1
Dubuc Dubu,NA,1
Duke,NNP,1
Duke Math,NA,1
E=E V=,NA,1
E=E V=i,NA,1
E=n,NNP,1
E=n identified,NA,1
Early,JJ,1
Early work,NA,1
Edidin,NNP,1
Edidin Fantechi,NA,1
Effectively,NNP,1
Effectively says,NA,1
Eliashberg,NNP,1
Eliashberg Fuchs,NA,1
Encyclopedia,NNP,1
Encyclopedia Mathematics,NA,1
Enseign,NNP,1
Enseign Math,NA,1
Enumeration,NNP,1
Enumeration rational,NA,1
Equation,NNP,1
Equation ds10eq2,NA,1
Equivalences 2-category,NA,1
Equivalences best,NA,1
Equivalencesd-space!equivalenced-space!gluing,NNP,1
Equivalencesd-space!equivalenced-space!gluing equivalences|,NA,1
Equivalently,NNP,1
Equivalently induce,NA,1
Equivalently representable,NA,1
Equivalently zZ,NA,1
Etendues,NNP,1
Etendues stacks,NA,1
Eur,NNP,1
Eur Math,NA,1
Even,RB,1
Even basic,NA,1
Every 2-morphism,NA,1
Every weak,NA,1
Exactly,RB,1
Exactly d-orbifold,NA,1
Example,NN,1
Example 1-morphism,NA,1
Example 2-isomorphism,NA,1
Example Comparing,NA,1
Example Define,NA,1
Example Definition,NA,1
Example Deligne--Mumford,NA,1
Example Example,NA,1
Example Note,NA,1
Example Thus,NA,1
Example X=,NA,1
Example acts,NA,1
Example affine,NA,1
Example also,NA,1
Example categories,NA,1
Example condition,NA,1
Example conormal,NA,1
Example cotangent,NA,1
Example d-manifolds,NA,1
Example different,NA,1
Example general,NA,1
Example ijk,NA,1
Example isomorphism,NA,1
Example manifold,NA,1
Example open,NA,1
Example results,NA,1
Example shows,NA,1
Example since,NA,1
Example surjective,NA,1
Example type,NA,1
Example write,NA,1
Example<ref> Suppose,NA,1
Example<ref> V-,NA,1
Example<ref> bounded,NA,1
Example<ref> cotangent,NA,1
Example<ref> d-manifold,NA,1
Example<ref> d-orbifold,NA,1
Example<ref> determined,NA,1
Example<ref> equivalence,NA,1
Example<ref> find,NA,1
Example<ref> i=0,NA,1
Example<ref> ij,NA,1
Example<ref> unique,NA,1
Example<ref> zero,NA,1
Examples Observe,NA,1
Examples and<ref>,NA,1
Examples d-orbifolds,NA,1
Examples defined,NA,1
Examples give,NA,1
Examples instead,NA,1
Examples place,NA,1
Examples quotient,NA,1
Examples simplifications,NA,1
Examples<ref> d-manifold,NA,1
Examples<ref>--<ref>,JJ,1
Examples<ref>--<ref>,NNP,1
Examples<ref>--<ref> and<ref>,NA,1
Examples<ref>--<ref> d-orbifold,NA,1
Explicitly,RB,1
Explicitly consists,NA,1
Ext,NNP,1
Ext Ad,NA,1
Extending,NNP,1
Extending argument,NA,1
FA/0612604,NNP,1
FA/0612604 HWZ2,NA,1
FGA,NNP,1
FGA explained,NA,1
FOOO Definition,NA,1
FOOO Fukaya,NA,1
FOOO Let,NA,1
FOOO define,NA,1
FOOO go,NA,1
FOOO incomplete,NA,1
FOOO instance,NA,1
FOOO kinds,NA,1
FOOO polyfoldspolyfold,NA,1
FOOO symplectic,NA,1
Faber,NNP,1
Faber van,NA,1
Fantechi Barbara,NA,1
Fantechi BeFa,NA,1
Fantechi Fulton,NA,1
Fantechi intrinsic,NA,1
FantechiBeFa,NNP,1
FantechiBeFa may,NA,1
Figure,NNP,1
Figure compact,NA,1
Finally,NNP,1
Finally note,NA,1
First,NNP,1
First characterize,NA,1
Firstly developing,NA,1
Firstly would,NA,1
Floer theory,NA,1
Following 3]Joyc6,NA,1
Following Examples,NA,1
Form,NNP,1
Form fibre,NA,1
Formally,RB,1
Formally category,NA,1
Fredholm functors,NA,1
Fredholm sectionsBanach,NA,1
Fredholm sectionsd-orbifold,NA,1
FuOn Fukaya,NA,1
FuOn d-orbifold,NA,1
Fuchs,NNP,1
Fuchs Ratiu,NA,1
Fukaya Hiroshi,NA,1
Fulton,NNP,1
Fulton Kresch,NA,1
Funct,NNP,1
Funct Anal,NA,1
Functors,NNS,1
Functors compose,NA,1
Fundamental,NNP,1
Fundamental algebraic,NA,1
Furthermore Luri1,NA,1
Furthermore alternative,NA,1
Furthermore following,NA,1
Furthermore homotopy,NA,1
Furthermore least,NA,1
Furthermore natural,NA,1
"G"" G""",NA,1
"G"" defined",NA,1
"G"" defines",NA,1
G-actions,NNP,1
G-actions G-equivariant,NA,1
G-bundle,NNP,1
G-bundle proper,NA,1
G-equivariant Examples,NA,1
G-equivariant Set,NA,1
G-equivariant Theorem,NA,1
G-invariant,NNP,1
G-orbits,JJ,1
G-orbits morphism,NA,1
G= G-invariant,NA,1
G= exist,NA,1
G={1,NNP,1
G={1 act,NA,1
GL,NNP,1
GL Stab,NA,1
GW 2k,NA,1
GW contain,NA,1
GW ev,NA,1
G] natural,NA,1
G] orbifold,NA,1
G] quotient,NA,1
G] turns,NA,1
Geer,NNP,1
Geer editors,NA,1
General,NNP,1
General dg-algebras,NA,1
Generic,NNP,1
Generic smooth,NA,1
Geom 285--341,NA,1
Geom 367--438,NA,1
Geom Funct,NA,1
Geom Topol,NA,1
Geometric Analysis,NA,1
Geometric Stacks,NA,1
Geometric topological,NA,1
Geometry Graduate,NA,1
Geometry II,NA,1
Geometry Seminar,NA,1
Geometry Stable,NA,1
Geometry Structured,NA,1
Geometry Topology,NA,1
Given 1-morphisms,NA,1
Given 2-,NA,1
Given categories,NA,1
Given classes,NA,1
Given d-orbifold,NA,1
Given define,NA,1
Given good,NA,1
Given objects,NA,1
Given relative,NA,1
Gluing,NNP,1
Gluing,VBG,1
Gluing d-spaces,NA,1
Gluing d-stacks,NA,1
Good,NNP,1
Good coordinate,NA,1
Gpoid defined,NA,1
Gpoid suitable,NA,1
Gromov--Witten invariant,NA,1
Grothendieck group,NA,1
Grothendieck topologies,NA,1
Grothendieck's,NNP,1
Grothendieck's FGA,NA,1
Guide,NNP,1
Guide arXiv,NA,1
H',NNP,1
H' 1-morphism,NA,1
HAG,NNP,1
HAG DAG,NA,1
HC-stack@C,NNP,1
HC-stack@C group,NA,1
HWZ1 HWZ2,NA,1
HWZ1 Hofer,NA,1
HWZ2 HWZ3,NA,1
HWZ2 Hofer,NA,1
HWZ3 HWZ4,NA,1
HWZ3 Hofer,NA,1
HWZ4 HWZ5,NA,1
HWZ4 Hofer,NA,1
HWZ4 McDuff,NA,1
HWZ4 stacks,NA,1
HWZ5 HWZ6,NA,1
HWZ5 Hofer,NA,1
HWZ6 Fukaya,NA,1
HWZ6 Hofer,NA,1
HWZ6 Theorem,NA,1
HWZ6 philosophies,NA,1
HWZ6 write,NA,1
